week,state,covid_admissions,influenza_admissions,rsv_admissions,total_respiratory_admissions
2023-08-26,LA,361.0,11.0,,372.0
2023-09-02,LA,361.0,14.0,,375.0
2023-09-09,LA,420.0,11.0,,431.0
2023-09-16,LA,283.0,13.0,,296.0
2023-09-23,LA,236.0,18.0,,254.0
2023-09-30,LA,192.0,16.0,,208.0
2020-10-03,MD,348.0,,,348.0
2020-10-10,MD,387.0,,,387.0
2020-10-17,MD,380.0,0.0,,380.0
2020-10-24,MD,419.0,0.0,,419.0
2020-10-31,MD,480.0,1.0,,481.0
2020-11-07,MD,582.0,2.0,,584.0
2020-11-14,MD,931.0,3.0,,934.0
2020-11-21,MD,,4.0,,4.0
2020-11-28,MD,,3.0,,3.0
2020-12-05,MD,,0.0,,0.0
2020-12-12,MD,,0.0,,0.0
2020-12-19,MD,,2.0,,2.0
2020-12-26,MD,,2.0,,2.0
2021-01-02,MD,,4.0,,4.0
2021-01-09,MD,,10.0,,10.0
2021-01-16,MD,,4.0,,4.0
2021-01-23,MD,,3.0,,3.0
2021-01-30,MD,,4.0,,4.0
2021-02-06,MD,,0.0,,0.0
2021-02-13,MD,883.0,1.0,,884.0
2021-02-20,MD,745.0,1.0,,746.0
2021-02-27,MD,658.0,1.0,,659.0
2021-03-06,MD,620.0,1.0,,621.0
2021-03-13,MD,697.0,3.0,,700.0
2021-03-20,MD,723.0,0.0,,723.0
2021-03-27,MD,895.0,1.0,,896.0
2021-04-03,MD,947.0,1.0,,948.0
2021-04-10,MD,,0.0,,0.0
2021-04-17,MD,,1.0,,1.0
2021-04-24,MD,,0.0,,0.0
2021-05-01,MD,823.0,0.0,,823.0
2021-05-08,MD,713.0,1.0,,714.0
2021-05-15,MD,561.0,2.0,,563.0
2021-05-22,MD,488.0,0.0,,488.0
2021-05-29,MD,324.0,0.0,,324.0
2021-06-05,MD,299.0,0.0,,299.0
2021-06-12,MD,212.0,1.0,,213.0
2021-06-19,MD,181.0,2.0,,183.0
2021-06-26,MD,124.0,2.0,,126.0
2021-07-03,MD,108.0,2.0,,110.0
2021-07-10,MD,133.0,0.0,,133.0
2021-07-17,MD,122.0,0.0,,122.0
2021-07-24,MD,167.0,0.0,,167.0
2021-07-31,MD,276.0,0.0,,276.0
2021-08-07,MD,378.0,0.0,,378.0
2021-08-14,MD,517.0,0.0,,517.0
2021-08-21,MD,623.0,0.0,,623.0
2021-08-28,MD,690.0,0.0,,690.0
2021-09-04,MD,739.0,0.0,,739.0
2021-09-11,MD,679.0,0.0,,679.0
2021-09-18,MD,685.0,0.0,,685.0
2021-09-25,MD,701.0,0.0,,701.0
2021-10-02,MD,656.0,1.0,,657.0
2022-10-08,NJ,,24.0,,24.0
2022-10-15,NJ,,32.0,,32.0
2022-10-22,NJ,,35.0,,35.0
2022-10-29,NJ,,67.0,,67.0
2022-11-05,NJ,,166.0,,166.0
2022-11-12,NJ,,295.0,,295.0
2022-11-19,NJ,,320.0,,320.0
2022-11-26,NJ,,513.0,,513.0
2022-12-03,NJ,,995.0,,995.0
2022-12-10,NJ,,756.0,,756.0
2022-12-17,NJ,,606.0,,606.0
2022-12-24,NJ,,522.0,,522.0
2022-12-31,NJ,,476.0,,476.0
2023-01-07,NJ,,343.0,,343.0
2023-01-14,NJ,,166.0,,166.0
2023-01-21,NJ,,102.0,,102.0
2023-01-28,NJ,,79.0,,79.0
2023-02-04,NJ,,38.0,,38.0
2023-02-11,NJ,,26.0,,26.0
2023-02-18,NJ,,53.0,,53.0
2023-02-25,NJ,793.0,41.0,,834.0
2023-03-04,NJ,581.0,31.0,,612.0
2023-03-11,NJ,590.0,22.0,,612.0
2023-03-18,NJ,484.0,22.0,,506.0
2023-03-25,NJ,443.0,44.0,,487.0
2023-04-01,NJ,372.0,39.0,,411.0
2023-04-08,NJ,342.0,39.0,,381.0
2023-04-15,NJ,270.0,45.0,,315.0
2023-04-22,NJ,235.0,35.0,,270.0
2023-04-29,NJ,172.0,13.0,,185.0
2023-05-06,NJ,204.0,21.0,,225.0
2023-05-13,NJ,171.0,21.0,,192.0
2023-05-20,NJ,129.0,15.0,,144.0
2023-05-27,NJ,147.0,20.0,,167.0
2023-06-03,NJ,171.0,25.0,,196.0
2023-06-10,NJ,160.0,13.0,,173.0
2023-06-17,NJ,154.0,9.0,,163.0
2023-06-24,NJ,249.0,12.0,,261.0
2023-07-01,NJ,142.0,6.0,,148.0
2023-07-08,NJ,119.0,16.0,,135.0
2023-07-15,NJ,129.0,7.0,,136.0
2023-07-22,NJ,166.0,16.0,,182.0
2023-07-29,NJ,200.0,8.0,,208.0
2023-08-05,NJ,247.0,15.0,,262.0
2023-08-12,NJ,286.0,6.0,,292.0
2023-08-19,NJ,294.0,12.0,,306.0
2023-08-26,NJ,314.0,16.0,,330.0
2023-09-02,NJ,356.0,10.0,,366.0
2023-09-09,NJ,450.0,13.0,,463.0
2023-09-16,NJ,446.0,10.0,,456.0
2023-09-23,NJ,525.0,19.0,,544.0
2023-09-30,NJ,619.0,9.0,,628.0
2024-10-05,NM,2.0,1.0,,3.0
2024-10-12,NM,12.0,2.0,0.0,14.0
2024-10-19,NM,17.0,2.0,1.0,20.0
2024-10-26,NM,25.0,15.0,1.0,41.0
2024-11-02,NM,18.0,2.0,3.0,23.0
2024-11-09,NM,91.0,16.0,6.0,113.0
2024-11-16,NM,82.0,21.0,7.0,110.0
2024-11-23,NM,121.0,29.0,4.0,154.0
2024-11-30,NM,123.0,55.0,6.0,184.0
2024-12-07,NM,127.0,103.0,9.0,239.0
2024-12-14,NM,144.0,108.0,12.0,264.0
2024-12-21,NM,134.0,207.0,18.0,359.0
2024-12-28,NM,147.0,234.0,34.0,415.0
2025-01-04,NM,165.0,320.0,48.0,533.0
2025-01-11,NM,133.0,252.0,43.0,428.0
2025-01-18,NM,106.0,251.0,70.0,427.0
2025-01-25,NM,75.0,196.0,56.0,327.0
2025-02-01,NM,57.0,214.0,81.0,352.0
2025-02-08,NM,64.0,215.0,112.0,391.0
2025-02-15,NM,38.0,248.0,119.0,405.0
2025-02-22,NM,58.0,248.0,166.0,472.0
2025-03-01,NM,36.0,184.0,167.0,387.0
2025-03-08,NM,40.0,178.0,173.0,391.0
2025-03-15,NM,22.0,146.0,96.0,264.0
2025-03-22,NM,25.0,110.0,67.0,202.0
2025-03-29,NM,39.0,90.0,46.0,175.0
2025-04-05,NM,33.0,58.0,44.0,135.0
2025-04-12,NM,29.0,37.0,16.0,82.0
2025-04-19,NM,22.0,31.0,14.0,67.0
2025-04-26,NM,27.0,42.0,10.0,79.0
2025-05-03,NM,26.0,32.0,13.0,71.0
2025-05-10,NM,13.0,25.0,5.0,43.0
2025-05-17,NM,17.0,11.0,2.0,30.0
2025-05-24,NM,17.0,14.0,1.0,32.0
2025-05-31,NM,23.0,7.0,1.0,31.0
2025-06-07,NM,31.0,10.0,2.0,43.0
2025-06-14,NM,17.0,6.0,1.0,24.0
2025-06-21,NM,22.0,8.0,0.0,30.0
2025-06-28,NM,21.0,3.0,0.0,24.0
2025-07-05,NM,18.0,4.0,0.0,22.0
2025-07-12,NM,22.0,3.0,1.0,26.0
2025-07-19,NM,22.0,3.0,1.0,26.0
2025-07-26,NM,25.0,3.0,1.0,29.0
2025-08-02,NM,28.0,1.0,2.0,31.0
2025-08-09,NM,51.0,1.0,2.0,54.0
2025-08-16,NM,63.0,1.0,0.0,64.0
2025-08-23,NM,83.0,2.0,0.0,85.0
2025-08-30,NM,64.0,1.0,0.0,65.0
2025-09-06,NM,63.0,2.0,1.0,66.0
2025-09-13,NM,38.0,1.0,0.0,39.0
2025-09-20,NM,46.0,1.0,0.0,47.0
2025-09-27,NM,36.0,3.0,0.0,39.0
2022-10-08,OK,208.0,6.0,,214.0
2022-10-15,OK,142.0,14.0,,156.0
2022-10-22,OK,217.0,30.0,,247.0
2022-10-29,OK,221.0,57.0,,278.0
2022-11-05,OK,190.0,47.0,,237.0
2022-11-12,OK,214.0,74.0,,288.0
2022-11-19,OK,156.0,149.0,,305.0
2022-11-26,OK,227.0,341.0,,568.0
2022-12-03,OK,367.0,771.0,,1138.0
2022-12-10,OK,365.0,807.0,,1172.0
2022-12-17,OK,412.0,764.0,,1176.0
2022-12-24,OK,471.0,679.0,,1150.0
2022-12-31,OK,487.0,708.0,,1195.0
2023-01-07,OK,494.0,502.0,,996.0
2023-01-14,OK,438.0,273.0,,711.0
2023-01-21,OK,417.0,168.0,,585.0
2023-01-28,OK,399.0,94.0,,493.0
2023-02-04,OK,371.0,86.0,,457.0
2023-02-11,OK,349.0,54.0,,403.0
2023-02-18,OK,344.0,45.0,,389.0
2023-02-25,OK,290.0,33.0,,323.0
2023-03-04,OK,239.0,32.0,,271.0
2023-03-11,OK,251.0,19.0,,270.0
2023-03-18,OK,292.0,29.0,,321.0
2023-03-25,OK,271.0,23.0,,294.0
2023-04-01,OK,200.0,20.0,,220.0
2023-04-08,OK,185.0,23.0,,208.0
2023-04-15,OK,169.0,19.0,,188.0
2023-04-22,OK,125.0,15.0,,140.0
2023-04-29,OK,114.0,21.0,,135.0
2023-05-06,OK,97.0,10.0,,107.0
2023-05-13,OK,94.0,15.0,,109.0
2023-05-20,OK,79.0,23.0,,102.0
2023-05-27,OK,54.0,20.0,,74.0
2023-06-03,OK,54.0,12.0,,66.0
2023-06-10,OK,59.0,10.0,,69.0
2023-06-17,OK,50.0,15.0,,65.0
2023-06-24,OK,51.0,9.0,,60.0
2023-07-01,OK,39.0,13.0,,52.0
2023-07-08,OK,29.0,12.0,,41.0
2023-07-15,OK,42.0,8.0,,50.0
2023-07-22,OK,55.0,13.0,,68.0
2023-07-29,OK,69.0,14.0,,83.0
2023-08-05,OK,86.0,6.0,,92.0
2023-08-12,OK,116.0,11.0,,127.0
2023-08-19,OK,106.0,21.0,,127.0
2023-08-26,OK,144.0,13.0,,157.0
2023-09-02,OK,233.0,16.0,,249.0
2023-09-09,OK,287.0,16.0,,303.0
2023-09-16,OK,200.0,16.0,,216.0
2023-09-23,OK,211.0,17.0,,228.0
2023-09-30,OK,167.0,26.0,,193.0
2025-10-04,OR,133.0,3.0,1.0,137.0
2025-10-11,OR,112.0,5.0,1.0,118.0
2025-10-18,OR,98.0,5.0,4.0,107.0
2025-10-25,OR,62.0,6.0,0.0,68.0
2025-11-01,OR,64.0,4.0,0.0,68.0
2025-11-08,OR,39.0,9.0,2.0,50.0
2025-11-15,OR,46.0,12.0,6.0,64.0
2025-11-22,OR,40.0,20.0,2.0,62.0
2025-11-29,OR,42.0,29.0,4.0,75.0
2025-12-06,OR,32.0,41.0,10.0,83.0
2025-12-13,OR,26.0,40.0,12.0,78.0
2025-12-20,OR,27.0,57.0,13.0,97.0
2025-12-27,OR,24.0,137.0,37.0,198.0
2026-01-03,OR,30.0,198.0,21.0,249.0
2026-01-10,OR,26.0,170.0,30.0,226.0
2026-01-17,OR,21.0,202.0,40.0,263.0
2026-01-24,OR,21.0,220.0,38.0,279.0
2026-01-31,OR,19.0,292.0,29.0,340.0
2023-10-07,REGION 10,854.0,24.0,,878.0
2023-10-14,REGION 10,801.0,35.0,,836.0
2023-10-21,REGION 10,666.0,42.0,,708.0
2023-10-28,REGION 10,574.0,56.0,,630.0
2023-11-04,REGION 10,570.0,61.0,,631.0
2023-11-11,REGION 10,592.0,71.0,,663.0
2023-11-18,REGION 10,625.0,78.0,,703.0
2023-11-25,REGION 10,539.0,69.0,,608.0
2023-12-02,REGION 10,680.0,125.0,1.0,806.0
2023-12-09,REGION 10,709.0,186.0,1.0,896.0
2023-12-16,REGION 10,673.0,225.0,3.0,901.0
2023-12-23,REGION 10,704.0,378.0,5.0,1087.0
2023-12-30,REGION 10,883.0,525.0,11.0,1419.0
2024-01-06,REGION 10,997.0,513.0,6.0,1516.0
2024-01-13,REGION 10,862.0,384.0,3.0,1249.0
2024-01-20,REGION 10,783.0,327.0,3.0,1113.0
2024-01-27,REGION 10,743.0,294.0,10.0,1047.0
2024-02-03,REGION 10,703.0,268.0,5.0,976.0
2024-02-10,REGION 10,628.0,239.0,9.0,876.0
2024-02-17,REGION 10,568.0,199.0,7.0,774.0
2024-02-24,REGION 10,575.0,280.0,10.0,865.0
2024-03-02,REGION 10,511.0,223.0,14.0,748.0
2024-03-09,REGION 10,432.0,210.0,35.0,677.0
2024-03-16,REGION 10,405.0,230.0,41.0,676.0
2024-03-23,REGION 10,389.0,243.0,28.0,660.0
2024-03-30,REGION 10,271.0,173.0,20.0,464.0
2024-04-06,REGION 10,253.0,132.0,19.0,404.0
2024-04-13,REGION 10,223.0,91.0,13.0,327.0
2024-04-20,REGION 10,198.0,75.0,10.0,283.0
2024-04-27,REGION 10,173.0,88.0,2.0,263.0
2024-05-04,REGION 10,151.0,47.0,3.0,201.0
2024-05-11,REGION 10,160.0,52.0,5.0,217.0
2024-05-18,REGION 10,159.0,34.0,8.0,201.0
2024-05-25,REGION 10,160.0,37.0,4.0,201.0
2024-06-01,REGION 10,193.0,41.0,1.0,235.0
2024-06-08,REGION 10,227.0,58.0,1.0,286.0
2024-06-15,REGION 10,292.0,29.0,0.0,321.0
2024-06-22,REGION 10,347.0,48.0,1.0,396.0
2024-06-29,REGION 10,363.0,37.0,1.0,401.0
2024-07-06,REGION 10,347.0,25.0,0.0,372.0
2024-07-13,REGION 10,372.0,21.0,1.0,394.0
2024-07-20,REGION 10,392.0,12.0,0.0,404.0
2024-07-27,REGION 10,425.0,8.0,1.0,434.0
2024-08-03,REGION 10,440.0,3.0,0.0,443.0
2024-08-10,REGION 10,435.0,6.0,0.0,441.0
2024-08-17,REGION 10,413.0,12.0,1.0,426.0
2024-08-24,REGION 10,411.0,7.0,1.0,419.0
2024-08-31,REGION 10,400.0,9.0,2.0,411.0
2024-09-07,REGION 10,430.0,11.0,1.0,442.0
2024-09-14,REGION 10,410.0,10.0,3.0,423.0
2024-09-21,REGION 10,406.0,12.0,3.0,421.0
2024-09-28,REGION 10,397.0,7.0,0.0,404.0
2020-10-03,REGION 4,,0.0,,0.0
2020-10-10,REGION 4,,0.0,,0.0
2020-10-17,REGION 4,,1.0,,1.0
2020-10-24,REGION 4,,78.0,,78.0
2020-10-31,REGION 4,,114.0,,114.0
2020-11-07,REGION 4,,128.0,,128.0
2020-11-14,REGION 4,,180.0,,180.0
2020-11-21,REGION 4,,167.0,,167.0
2020-11-28,REGION 4,,164.0,,164.0
2020-12-05,REGION 4,,128.0,,128.0
2020-12-12,REGION 4,,119.0,,119.0
2020-12-19,REGION 4,,171.0,,171.0
2020-12-26,REGION 4,,190.0,,190.0
2021-01-02,REGION 4,,159.0,,159.0
2021-01-09,REGION 4,,173.0,,173.0
2021-01-16,REGION 4,,229.0,,229.0
2021-01-23,REGION 4,,150.0,,150.0
2021-01-30,REGION 4,,205.0,,205.0
2021-02-06,REGION 4,,169.0,,169.0
2021-02-13,REGION 4,,163.0,,163.0
2021-02-20,REGION 4,,163.0,,163.0
2021-02-27,REGION 4,,132.0,,132.0
2021-03-06,REGION 4,,144.0,,144.0
2021-03-13,REGION 4,,136.0,,136.0
2021-03-20,REGION 4,,167.0,,167.0
2021-03-27,REGION 4,,144.0,,144.0
2021-04-03,REGION 4,,125.0,,125.0
2021-04-10,REGION 4,,96.0,,96.0
2021-04-17,REGION 4,,119.0,,119.0
2021-04-24,REGION 4,,203.0,,203.0
2021-05-01,REGION 4,,194.0,,194.0
2021-05-08,REGION 4,,138.0,,138.0
2021-05-15,REGION 4,,116.0,,116.0
2021-05-22,REGION 4,,114.0,,114.0
2021-05-29,REGION 4,,82.0,,82.0
2021-06-05,REGION 4,,100.0,,100.0
2021-06-12,REGION 4,,80.0,,80.0
2021-06-19,REGION 4,,57.0,,57.0
2021-06-26,REGION 4,,55.0,,55.0
2021-07-03,REGION 4,,70.0,,70.0
2021-07-10,REGION 4,,44.0,,44.0
2021-07-17,REGION 4,,88.0,,88.0
2021-07-24,REGION 4,,73.0,,73.0
2021-07-31,REGION 4,,104.0,,104.0
2021-08-07,REGION 4,,100.0,,100.0
2021-08-14,REGION 4,,105.0,,105.0
2021-08-21,REGION 4,,100.0,,100.0
2021-08-28,REGION 4,,105.0,,105.0
2021-09-04,REGION 4,,131.0,,131.0
2021-09-11,REGION 4,,111.0,,111.0
2021-09-18,REGION 4,,109.0,,109.0
2021-09-25,REGION 4,,76.0,,76.0
2021-10-02,REGION 4,,76.0,,76.0
2025-10-04,REGION 6,604.0,156.0,58.0,818.0
2025-10-11,REGION 6,508.0,186.0,65.0,759.0
2025-10-18,REGION 6,435.0,190.0,101.0,726.0
2025-10-25,REGION 6,368.0,217.0,111.0,696.0
2025-11-01,REGION 6,358.0,236.0,129.0,723.0
2025-11-08,REGION 6,343.0,344.0,204.0,891.0
2025-11-15,REGION 6,318.0,437.0,240.0,995.0
2025-11-22,REGION 6,376.0,605.0,296.0,1277.0
2025-11-29,REGION 6,345.0,834.0,354.0,1533.0
2025-12-06,REGION 6,418.0,979.0,423.0,1820.0
2025-12-13,REGION 6,412.0,,526.0,938.0
2025-12-20,REGION 6,525.0,,646.0,1171.0
2025-12-27,REGION 6,693.0,,826.0,1519.0
2026-01-03,REGION 6,720.0,,892.0,1612.0
2026-01-10,REGION 6,659.0,,749.0,1408.0
2026-01-17,REGION 6,541.0,,684.0,1225.0
2026-01-24,REGION 6,555.0,,734.0,1289.0
2026-01-31,REGION 6,531.0,,731.0,1262.0
2022-10-08,REGION 8,677.0,13.0,,690.0
2022-10-15,REGION 8,706.0,21.0,,727.0
2022-10-22,REGION 8,734.0,37.0,,771.0
2022-10-29,REGION 8,836.0,57.0,,893.0
2022-11-05,REGION 8,992.0,69.0,,1061.0
2022-11-12,REGION 8,,114.0,,114.0
2022-11-19,REGION 8,,201.0,,201.0
2022-11-26,REGION 8,,347.0,,347.0
2022-12-03,REGION 8,,453.0,,453.0
2022-12-10,REGION 8,,554.0,,554.0
2022-12-17,REGION 8,,597.0,,597.0
2022-12-24,REGION 8,,728.0,,728.0
2022-12-31,REGION 8,,681.0,,681.0
2023-01-07,REGION 8,937.0,455.0,,1392.0
2023-01-14,REGION 8,747.0,243.0,,990.0
2023-01-21,REGION 8,612.0,128.0,,740.0
2023-01-28,REGION 8,606.0,86.0,,692.0
2023-02-04,REGION 8,651.0,84.0,,735.0
2023-02-11,REGION 8,740.0,63.0,,803.0
2023-02-18,REGION 8,795.0,63.0,,858.0
2023-02-25,REGION 8,868.0,33.0,,901.0
2023-03-04,REGION 8,875.0,41.0,,916.0
2023-03-11,REGION 8,725.0,41.0,,766.0
2023-03-18,REGION 8,746.0,46.0,,792.0
2023-03-25,REGION 8,682.0,34.0,,716.0
2023-04-01,REGION 8,634.0,24.0,,658.0
2023-04-08,REGION 8,504.0,35.0,,539.0
2023-04-15,REGION 8,528.0,34.0,,562.0
2023-04-22,REGION 8,450.0,27.0,,477.0
2023-04-29,REGION 8,372.0,19.0,,391.0
2023-05-06,REGION 8,368.0,27.0,,395.0
2023-05-13,REGION 8,346.0,23.0,,369.0
2023-05-20,REGION 8,321.0,32.0,,353.0
2023-05-27,REGION 8,261.0,24.0,,285.0
2023-06-03,REGION 8,251.0,12.0,,263.0
2023-06-10,REGION 8,247.0,12.0,,259.0
2023-06-17,REGION 8,204.0,17.0,,221.0
2023-06-24,REGION 8,192.0,9.0,,201.0
2023-07-01,REGION 8,188.0,23.0,,211.0
2023-07-08,REGION 8,165.0,10.0,,175.0
2023-07-15,REGION 8,234.0,13.0,,247.0
2023-07-22,REGION 8,223.0,5.0,,228.0
2023-07-29,REGION 8,223.0,7.0,,230.0
2023-08-05,REGION 8,246.0,6.0,,252.0
2023-08-12,REGION 8,265.0,9.0,,274.0
2023-08-19,REGION 8,333.0,3.0,,336.0
2023-08-26,REGION 8,497.0,6.0,,503.0
2023-09-02,REGION 8,489.0,5.0,,494.0
2023-09-09,REGION 8,584.0,13.0,,597.0
2023-09-16,REGION 8,638.0,6.0,,644.0
2023-09-23,REGION 8,721.0,14.0,,735.0
2023-09-30,REGION 8,784.0,23.0,,807.0
2024-10-05,TN,27.0,4.0,0.0,31.0
2024-10-12,TN,103.0,2.0,1.0,106.0
2024-10-19,TN,22.0,8.0,0.0,30.0
2024-10-26,TN,32.0,31.0,2.0,65.0
2024-11-02,TN,101.0,45.0,20.0,166.0
2024-11-09,TN,139.0,96.0,91.0,326.0
2024-11-16,TN,161.0,94.0,129.0,384.0
2024-11-23,TN,100.0,59.0,145.0,304.0
2024-11-30,TN,144.0,60.0,140.0,344.0
2024-12-07,TN,143.0,115.0,156.0,414.0
2024-12-14,TN,196.0,217.0,203.0,616.0
2024-12-21,TN,176.0,372.0,238.0,786.0
2024-12-28,TN,229.0,747.0,292.0,1268.0
2025-01-04,TN,352.0,,400.0,752.0
2025-01-11,TN,247.0,684.0,240.0,1171.0
2025-01-18,TN,264.0,570.0,171.0,1005.0
2025-01-25,TN,210.0,646.0,138.0,994.0
2025-02-01,TN,244.0,944.0,141.0,1329.0
2025-02-08,TN,260.0,,140.0,400.0
2025-02-15,TN,279.0,699.0,128.0,1106.0
2025-02-22,TN,245.0,546.0,97.0,888.0
2025-03-01,TN,259.0,526.0,77.0,862.0
2025-03-08,TN,272.0,479.0,77.0,828.0
2025-03-15,TN,265.0,461.0,66.0,792.0
2025-03-22,TN,223.0,308.0,63.0,594.0
2025-03-29,TN,182.0,219.0,46.0,447.0
2025-04-05,TN,168.0,150.0,39.0,357.0
2025-04-12,TN,121.0,100.0,24.0,245.0
2025-04-19,TN,109.0,59.0,28.0,196.0
2025-04-26,TN,98.0,65.0,28.0,191.0
2025-05-03,TN,60.0,46.0,27.0,133.0
2025-05-10,TN,66.0,32.0,10.0,108.0
2025-05-17,TN,56.0,50.0,15.0,121.0
2025-05-24,TN,35.0,36.0,17.0,88.0
2025-05-31,TN,47.0,35.0,5.0,87.0
2025-06-07,TN,37.0,35.0,11.0,83.0
2025-06-14,TN,49.0,45.0,3.0,97.0
2025-06-21,TN,35.0,33.0,2.0,70.0
2025-06-28,TN,35.0,19.0,5.0,59.0
2025-07-05,TN,41.0,13.0,5.0,59.0
2025-07-12,TN,57.0,33.0,1.0,91.0
2025-07-19,TN,61.0,34.0,1.0,96.0
2025-07-26,TN,66.0,23.0,2.0,91.0
2025-08-02,TN,73.0,17.0,2.0,92.0
2025-08-09,TN,98.0,32.0,2.0,132.0
2025-08-16,TN,113.0,23.0,3.0,139.0
2025-08-23,TN,146.0,25.0,0.0,171.0
2025-08-30,TN,154.0,25.0,2.0,181.0
2025-09-06,TN,185.0,28.0,3.0,216.0
2025-09-13,TN,163.0,36.0,2.0,201.0
2025-09-20,TN,141.0,40.0,0.0,181.0
2025-09-27,TN,150.0,41.0,4.0,195.0
2023-10-07,USA,,,0.0,0.0
2023-10-14,USA,,,0.0,0.0
2023-10-21,USA,,,0.0,0.0
2023-10-28,USA,,,0.0,0.0
2023-11-04,USA,,,0.0,0.0
2023-11-11,USA,,,0.0,0.0
2023-11-18,USA,,,0.0,0.0
2023-11-25,USA,,,2.0,2.0
2023-12-02,USA,,,203.0,203.0
2023-12-09,USA,,,232.0,232.0
2023-12-16,USA,,,256.0,256.0
2023-12-23,USA,,,275.0,275.0
2023-12-30,USA,,,315.0,315.0
2024-01-06,USA,,,281.0,281.0
2024-01-13,USA,,,237.0,237.0
2024-01-20,USA,,,264.0,264.0
2024-01-27,USA,,,260.0,260.0
2024-02-03,USA,,,169.0,169.0
2024-02-10,USA,,,174.0,174.0
2024-02-17,USA,,,130.0,130.0
2024-02-24,USA,,,118.0,118.0
2024-03-02,USA,,,109.0,109.0
2024-03-09,USA,,,101.0,101.0
2024-03-16,USA,,,101.0,101.0
2024-03-23,USA,,,84.0,84.0
2024-03-30,USA,,,61.0,61.0
2024-04-06,USA,,,48.0,48.0
2024-04-13,USA,,,40.0,40.0
2024-04-20,USA,,,31.0,31.0
2024-04-27,USA,,,21.0,21.0
2024-05-04,USA,,,12.0,12.0
2024-05-11,USA,,852.0,16.0,868.0
2024-05-18,USA,,681.0,15.0,696.0
2024-05-25,USA,,610.0,9.0,619.0
2024-06-01,USA,,590.0,12.0,602.0
2024-06-08,USA,,511.0,4.0,515.0
2024-06-15,USA,,517.0,5.0,522.0
2024-06-22,USA,,441.0,10.0,451.0
2024-06-29,USA,,356.0,3.0,359.0
2024-07-06,USA,,341.0,4.0,345.0
2024-07-13,USA,,367.0,5.0,372.0
2024-07-20,USA,,324.0,3.0,327.0
2024-07-27,USA,,273.0,2.0,275.0
2024-08-03,USA,,275.0,0.0,275.0
2024-08-10,USA,,275.0,8.0,283.0
2024-08-17,USA,,273.0,1.0,274.0
2024-08-24,USA,,274.0,2.0,276.0
2024-08-31,USA,,259.0,12.0,271.0
2024-09-07,USA,,223.0,3.0,226.0
2024-09-14,USA,,319.0,9.0,328.0
2024-09-21,USA,,293.0,5.0,298.0
2024-09-28,USA,,223.0,1.0,224.0
2020-10-03,VT,1.0,,,1.0
2020-10-10,VT,5.0,,,5.0
2020-10-17,VT,0.0,,,0.0
2020-10-24,VT,2.0,0.0,,2.0
2020-10-31,VT,12.0,0.0,,12.0
2020-11-07,VT,6.0,0.0,,6.0
2020-11-14,VT,24.0,1.0,,25.0
2020-11-21,VT,21.0,1.0,,22.0
2020-11-28,VT,28.0,0.0,,28.0
2020-12-05,VT,36.0,0.0,,36.0
2020-12-12,VT,29.0,0.0,,29.0
2020-12-19,VT,45.0,0.0,,45.0
2020-12-26,VT,39.0,0.0,,39.0
2021-01-02,VT,37.0,0.0,,37.0
2021-01-09,VT,66.0,0.0,,66.0
2021-01-16,VT,68.0,0.0,,68.0
2021-01-23,VT,67.0,0.0,,67.0
2021-01-30,VT,100.0,0.0,,100.0
2021-02-06,VT,61.0,1.0,,62.0
2021-02-13,VT,49.0,0.0,,49.0
2021-02-20,VT,32.0,0.0,,32.0
2021-02-27,VT,38.0,0.0,,38.0
2021-03-06,VT,35.0,0.0,,35.0
2021-03-13,VT,43.0,0.0,,43.0
2021-03-20,VT,36.0,0.0,,36.0
2021-03-27,VT,32.0,0.0,,32.0
2021-04-03,VT,35.0,1.0,,36.0
2021-04-10,VT,51.0,0.0,,51.0
2021-04-17,VT,38.0,2.0,,40.0
2021-04-24,VT,43.0,0.0,,43.0
2021-05-01,VT,32.0,0.0,,32.0
2021-05-08,VT,23.0,3.0,,26.0
2021-05-15,VT,24.0,0.0,,24.0
2021-05-22,VT,15.0,0.0,,15.0
2021-05-29,VT,16.0,0.0,,16.0
2021-06-05,VT,6.0,0.0,,6.0
2021-06-12,VT,4.0,0.0,,4.0
2021-06-19,VT,4.0,0.0,,4.0
2021-06-26,VT,7.0,0.0,,7.0
2021-07-03,VT,10.0,0.0,,10.0
2021-07-10,VT,5.0,0.0,,5.0
2021-07-17,VT,2.0,0.0,,2.0
2021-07-24,VT,6.0,0.0,,6.0
2021-07-31,VT,6.0,0.0,,6.0
2021-08-07,VT,10.0,0.0,,10.0
2021-08-14,VT,30.0,0.0,,30.0
2021-08-21,VT,27.0,0.0,,27.0
2021-08-28,VT,52.0,2.0,,54.0
2021-09-04,VT,45.0,0.0,,45.0
2021-09-11,VT,45.0,0.0,,45.0
2021-09-18,VT,75.0,0.0,,75.0
2021-09-25,VT,77.0,0.0,,77.0
2021-10-02,VT,76.0,0.0,,76.0
2025-10-04,VT,11.0,0.0,0.0,11.0
2025-10-11,VT,10.0,0.0,0.0,10.0
2025-10-18,VT,9.0,0.0,1.0,10.0
2025-10-25,VT,8.0,1.0,0.0,9.0
2025-11-01,VT,13.0,0.0,0.0,13.0
2025-11-08,VT,4.0,4.0,0.0,8.0
2025-11-15,VT,14.0,3.0,0.0,17.0
2025-11-22,VT,15.0,0.0,1.0,16.0
2025-11-29,VT,16.0,0.0,1.0,17.0
